dataset,dataelement,shortname,code,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,classification,indicator_category_code
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"25-29, Female, Recent Negative",i4BSjaJLaCe,i4BSjaJLaCe,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"30-34, Female, Known Positives",KuTz2tMmJOk,KuTz2tMmJOk,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"30-34, Female, Newly Tested Positives",n9YGebFFYxj,n9YGebFFYxj,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"30-34, Female, New Negatives",k8DCBpp9FK9,k8DCBpp9FK9,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"30-34, Female, Recent Negative",dyHk0psUHP3,dyHk0psUHP3,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"35-39, Female, Known Positives",Wn4BiO9qGQx,Wn4BiO9qGQx,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"35-39, Female, Newly Tested Positives",eGjLa8Q27au,eGjLa8Q27au,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"35-39, Female, New Negatives",lvtUEyjc6Pr,lvtUEyjc6Pr,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"35-39, Female, Recent Negative",CKKnaI3lNiZ,CKKnaI3lNiZ,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"40-44, Female, Known Positives",uKw7zNnB6QZ,uKw7zNnB6QZ,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"40-44, Female, Newly Tested Positives",CMGPmw4lj5y,CMGPmw4lj5y,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"40-44, Female, New Negatives",DFzggejPePH,DFzggejPePH,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"40-44, Female, Recent Negative",h8LZkZgAM6W,h8LZkZgAM6W,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"45-49, Female, Known Positives",Z5iIpHjCGB1,Z5iIpHjCGB1,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"45-49, Female, Newly Tested Positives",UWqNBKojMHM,UWqNBKojMHM,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"45-49, Female, New Negatives",fAuEkRp7Do4,fAuEkRp7Do4,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"45-49, Female, Recent Negative",Kgk5DUYPgIz,Kgk5DUYPgIz,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"50+, Female, Known Positives",iMLlWF98yCY,iMLlWF98yCY,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"50+, Female, Newly Tested Positives",LIyDNqOwzKS,LIyDNqOwzKS,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"50+, Female, New Negatives",aBPjNhCPVGG,aBPjNhCPVGG,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"50+, Female, Recent Negative",SKAcq8kcWVy,SKAcq8kcWVy,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Unknown Age, Female, Known Positives",JD2IUJP60Gd,JD2IUJP60Gd,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Unknown Age, Female, Newly Tested Positives",NOnZ8GuLam6,NOnZ8GuLam6,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Unknown Age, Female, New Negatives",bUYmK0arvXS,bUYmK0arvXS,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Unknown Age, Female, Recent Negative",TAl0V2woAji,TAl0V2woAji,fine,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg)",PMTCT_STAT_N_MOH_Sex_KnownNewPosNewNegRecNeg,qFWmLNueTPF,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Female, Known at Entry Positive",D3erNSl5dd2,D3erNSl5dd2,coarse,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg)",PMTCT_STAT_N_MOH_Sex_KnownNewPosNewNegRecNeg,qFWmLNueTPF,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Female, Newly Identified Negative",Wc6ItXYBs0s,Wc6ItXYBs0s,coarse,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg)",PMTCT_STAT_N_MOH_Sex_KnownNewPosNewNegRecNeg,qFWmLNueTPF,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Female, Newly Identified Positive",brmDl6cMjft,brmDl6cMjft,coarse,PMTCT_STAT
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg)",PMTCT_STAT_N_MOH_Sex_KnownNewPosNewNegRecNeg,qFWmLNueTPF,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Female, Recent Negative",Ecflr8Ycqul,Ecflr8Ycqul,coarse,PMTCT_STAT
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, <15, Life-long ART, Already",ynzujzJwhjK,ynzujzJwhjK,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, 15+, Life-long ART, Already",rccYwUJXYAA,rccYwUJXYAA,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, <15, Life-long ART, New",Q732w6Hev9u,Q732w6Hev9u,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, 15+, Life-long ART, New",ngI4uyiCOSj,ngI4uyiCOSj,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, <15, Other - ART",kRRN7PW2x2B,kRRN7PW2x2B,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, 15+, Other - ART",SQG2P9rOIg4,SQG2P9rOIg4,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, Unknown Age, Life-long ART, Already",x0rXsInb65X,x0rXsInb65X,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, Unknown Age, Life-long ART, New",OcHhTmUvRZE,OcHhTmUvRZE,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, Unknown Age, Other - ART",UE64UWNZs1R,UE64UWNZs1R,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, <15, Life-long ART, Already",z98a1NoV4mp,z98a1NoV4mp,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, 15+, Life-long ART, Already",UxkEEfHjlWb,UxkEEfHjlWb,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, <15, Life-long ART, New",lq6iUq7YcZ1,lq6iUq7YcZ1,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, 15+, Life-long ART, New",ZuWjYTw4lpZ,ZuWjYTw4lpZ,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, <15, Other - ART",r1YTNuDHWxc,r1YTNuDHWxc,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, 15+, Other - ART",ty2xR5ZaTSy,ty2xR5ZaTSy,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, Unknown Age, Life-long ART, Already",QKn9JHx79JO,QKn9JHx79JO,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, Unknown Age, Life-long ART, New",m5ozu5OI1sc,m5ozu5OI1sc,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, Unknown Age, Other - ART",fgHq8eTmo7e,fgHq8eTmo7e,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, <15, Life-long ART, Already",wHIObfcQeca,wHIObfcQeca,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, 15+, Life-long ART, Already",H23TL40CahD,H23TL40CahD,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, <15, Life-long ART, New",nL6agczDQaW,nL6agczDQaW,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, 15+, Life-long ART, New",YbXei7Scpdk,YbXei7Scpdk,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, <15, Other - ART",eKKOcOxQOuS,eKKOcOxQOuS,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, 15+, Other - ART",wpIXXDYcvyd,wpIXXDYcvyd,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, Unknown Age, Life-long ART, Already",wgdcoRFUkZP,wgdcoRFUkZP,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, Unknown Age, Life-long ART, New",m95zIASJcjD,m95zIASJcjD,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, Unknown Age, Other - ART",GwUc7g13Hg9,GwUc7g13Hg9,coarse,TB_PREV
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"<15, Female, Positive",chrwpNxHlQQ,chrwpNxHlQQ,coarse,TX_CURR
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"15+, Female, Positive",Yf1BiWq71NE,Yf1BiWq71NE,coarse,TX_CURR
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"<15, Male, Positive",zHSL7ATXJib,zHSL7ATXJib,coarse,TX_CURR
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"15+, Male, Positive",XX7hDj6iz0D,XX7hDj6iz0D,coarse,TX_CURR
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"<15, Unknown Sex, Positive",uURluLqPIJ5,uURluLqPIJ5,coarse,TX_CURR
