dataset,dataelement,shortname,code,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,classification
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"30-34, Female, Recent Negative",dyHk0psUHP3,dyHk0psUHP3,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"35-39, Female, Known Positives",Wn4BiO9qGQx,Wn4BiO9qGQx,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"35-39, Female, Newly Tested Positives",eGjLa8Q27au,eGjLa8Q27au,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"35-39, Female, New Negatives",lvtUEyjc6Pr,lvtUEyjc6Pr,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"35-39, Female, Recent Negative",CKKnaI3lNiZ,CKKnaI3lNiZ,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"40-44, Female, Known Positives",uKw7zNnB6QZ,uKw7zNnB6QZ,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"40-44, Female, Newly Tested Positives",CMGPmw4lj5y,CMGPmw4lj5y,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"40-44, Female, New Negatives",DFzggejPePH,DFzggejPePH,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"40-44, Female, Recent Negative",h8LZkZgAM6W,h8LZkZgAM6W,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"45-49, Female, Known Positives",Z5iIpHjCGB1,Z5iIpHjCGB1,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"45-49, Female, Newly Tested Positives",UWqNBKojMHM,UWqNBKojMHM,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"45-49, Female, New Negatives",fAuEkRp7Do4,fAuEkRp7Do4,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"45-49, Female, Recent Negative",Kgk5DUYPgIz,Kgk5DUYPgIz,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"50+, Female, Known Positives",iMLlWF98yCY,iMLlWF98yCY,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"50+, Female, Newly Tested Positives",LIyDNqOwzKS,LIyDNqOwzKS,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"50+, Female, New Negatives",aBPjNhCPVGG,aBPjNhCPVGG,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"50+, Female, Recent Negative",SKAcq8kcWVy,SKAcq8kcWVy,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Unknown Age, Female, Known Positives",JD2IUJP60Gd,JD2IUJP60Gd,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Unknown Age, Female, Newly Tested Positives",NOnZ8GuLam6,NOnZ8GuLam6,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Unknown Age, Female, New Negatives",bUYmK0arvXS,bUYmK0arvXS,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Age/Sex/KnownNewPosNewNegRNeg)",PMTCT_STAT_N_MOH_Age_Sex_KnownNewPosNewNegRecNeg,iDf461nJDJr,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Unknown Age, Female, Recent Negative",TAl0V2woAji,TAl0V2woAji,fine
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg)",PMTCT_STAT_N_MOH_Sex_KnownNewPosNewNegRecNeg,qFWmLNueTPF,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Female, Known at Entry Positive",D3erNSl5dd2,D3erNSl5dd2,coarse
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg)",PMTCT_STAT_N_MOH_Sex_KnownNewPosNewNegRecNeg,qFWmLNueTPF,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Female, Newly Identified Negative",Wc6ItXYBs0s,Wc6ItXYBs0s,coarse
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg)",PMTCT_STAT_N_MOH_Sex_KnownNewPosNewNegRecNeg,qFWmLNueTPF,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Female, Newly Identified Positive",brmDl6cMjft,brmDl6cMjft,coarse
MER Results: MOH Facility Based FY22,"PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg): Known Results","PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNegRecNeg)",PMTCT_STAT_N_MOH_Sex_KnownNewPosNewNegRecNeg,qFWmLNueTPF,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Female, Recent Negative",Ecflr8Ycqul,Ecflr8Ycqul,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, <15, Life-long ART, Already",ynzujzJwhjK,ynzujzJwhjK,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, 15+, Life-long ART, Already",rccYwUJXYAA,rccYwUJXYAA,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, <15, Life-long ART, New",Q732w6Hev9u,Q732w6Hev9u,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, 15+, Life-long ART, New",ngI4uyiCOSj,ngI4uyiCOSj,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, <15, Other - ART",kRRN7PW2x2B,kRRN7PW2x2B,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, 15+, Other - ART",SQG2P9rOIg4,SQG2P9rOIg4,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, Unknown Age, Life-long ART, Already",x0rXsInb65X,x0rXsInb65X,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, Unknown Age, Life-long ART, New",OcHhTmUvRZE,OcHhTmUvRZE,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Female, Unknown Age, Other - ART",UE64UWNZs1R,UE64UWNZs1R,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, <15, Life-long ART, Already",z98a1NoV4mp,z98a1NoV4mp,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, 15+, Life-long ART, Already",UxkEEfHjlWb,UxkEEfHjlWb,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, <15, Life-long ART, New",lq6iUq7YcZ1,lq6iUq7YcZ1,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, 15+, Life-long ART, New",ZuWjYTw4lpZ,ZuWjYTw4lpZ,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, <15, Other - ART",r1YTNuDHWxc,r1YTNuDHWxc,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, 15+, Other - ART",ty2xR5ZaTSy,ty2xR5ZaTSy,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, Unknown Age, Life-long ART, Already",QKn9JHx79JO,QKn9JHx79JO,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, Unknown Age, Life-long ART, New",m5ozu5OI1sc,m5ozu5OI1sc,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Male, Unknown Age, Other - ART",fgHq8eTmo7e,fgHq8eTmo7e,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, <15, Life-long ART, Already",wHIObfcQeca,wHIObfcQeca,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, 15+, Life-long ART, Already",H23TL40CahD,H23TL40CahD,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, <15, Life-long ART, New",nL6agczDQaW,nL6agczDQaW,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, 15+, Life-long ART, New",YbXei7Scpdk,YbXei7Scpdk,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, <15, Other - ART",eKKOcOxQOuS,eKKOcOxQOuS,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, 15+, Other - ART",wpIXXDYcvyd,wpIXXDYcvyd,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, Unknown Age, Life-long ART, Already",wgdcoRFUkZP,wgdcoRFUkZP,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, Unknown Age, Life-long ART, New",m95zIASJcjD,m95zIASJcjD,coarse
MER Results: MOH Facility Based FY22,"TB_PREV (N, MOH, Age Agg, Sex, NewExistingArt, HIV Status): IPT","TB_PREV (N, MOH, Age, Sex, NewExistArt, HIVStatus)",TB_PREV_N_MOH_Age_Agg_Sex_NewExistArt_HIVStatus,oFFlA4vaSWD,Number of patients that started ART,"Positive, Unknown Sex, Unknown Age, Other - ART",GwUc7g13Hg9,GwUc7g13Hg9,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"10-14, Female, Positive",AG0milXShQM,AG0milXShQM,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"10-14, Male, Positive",tEMe0224zlP,tEMe0224zlP,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"1-4, Female, Positive",dRjezxQktoz,dRjezxQktoz,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"1-4, Male, Positive",jjUGfPF0ObP,jjUGfPF0ObP,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"15-19, Female, Positive",QqlHrg6f0Sm,QqlHrg6f0Sm,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"15-19, Male, Positive",LpnJL4zZxRH,LpnJL4zZxRH,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"<1, Female, Positive",OMVFa98P0Yg,OMVFa98P0Yg,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"<1, Male, Positive",GnpJeq2XENE,GnpJeq2XENE,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"20-24, Female, Positive",LyXZybq6Sjf,LyXZybq6Sjf,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"20-24, Male, Positive",NCnIv37EwU1,NCnIv37EwU1,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"25-29, Female, Positive",zqARzn2wVj5,zqARzn2wVj5,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"25-29, Male, Positive",y9LP85d8t4b,y9LP85d8t4b,coarse
MER Results: MOH Facility Based FY22,"TX_CURR (N, MOH, Age Agg/Sex/HIVStatus): Receiving ART","TX_CURR (N, MOH, Age Agg/Sex/HIVStatus",TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,sdarqD1J8fb,Number of adults and children with HIV infection receiving antiretroviral therapy (ART).,"30-34, Female, Positive",Vi8sd7mvZW4,Vi8sd7mvZW4,coarse
